original_index,text,is_antisemitic,keyword,prediction_both_def,description,prediction_IHRA,description_IHRA,prediction_JD,description_JD
6362,"BTW, who's ""you all"". Those Joooos who dare say they don't like anti-Semitism? those kikes?",0,Kikes,IHRA Definition,The text contains explicit antisemitic slurs ('Joooos' and 'kikes') which are dehumanizing and stereotypical allegations about Jews as a collective. This clearly falls under the IHRA definition of antisemitism as it uses derogatory language targeting Jews as Jews.,True,The text contains explicit antisemitic slurs ('Joooos' and 'kikes') which are dehumanizing and demonizing references to Jewish people as a collective. These terms are classic antisemitic language that demeans and stereotypes Jews.,True,"The text contains explicit antisemitic slurs ('Joooos' and 'kikes') used in a derogatory manner to mock and demean Jews as a group. This constitutes clear discrimination and hostility against Jews as Jews, which directly fits the Jerusalem Declaration's definition of antisemitism."
1941,"10 February 1944 | A transport of 1,015 Jews deported by the Germans from #Westerbork in occupied Netherlands arriv… https://t.co/UNRj41flKO",0,Jews,None,"This text is a factual historical statement about Holocaust deportations from Westerbork transit camp in 1944. It contains no antisemitic content, conspiracy theories, or negative characterizations of Jews - rather it documents Nazi persecution of Jewish people during the Holocaust.",False,"This text appears to be a historical factual statement about a Holocaust transport from Westerbork camp in 1944. It documents historical events without denial, distortion, or antisemitic content, making it educational/historical material that is not antisemitic according to the IHRA definition.",False,"This text is a historical factual statement about the deportation of Jews during the Holocaust. It documents a specific transport from Westerbork camp and does not contain any discrimination, prejudice, hostility, or antisemitic tropes against Jews as Jews."
3455,"RT : Take it from a Muslim like me:

Jews are NOT the enemy.

It hurts so much to have to say that in 2020. But here we are.",0,Jews,None,This text explicitly rejects antisemitism by stating 'Jews are NOT the enemy' and expresses sadness that such a statement needs to be made. The message promotes tolerance and counters antisemitic narratives rather than perpetuating them.,False,This text explicitly states that Jews are NOT the enemy and expresses pain that such a clarification is needed. The message directly contradicts antisemitic rhetoric by defending Jewish people rather than promoting negative stereotypes or hatred against them.,False,"This text explicitly states that 'Jews are NOT the enemy' and expresses pain that such a clarification is needed. Rather than demonstrating prejudice against Jews, it actively counters antisemitic narratives by defending Jews from being characterized as enemies."
3029,"In 1941 Jews in the occupied Netherlands were still allowed to use sport facilities. A year later, in July 1942, deportations to extermination camps began. https://t.co/Ebl8LkpUUa",0,Jews,None,"This text presents factual historical information about the persecution of Jews in Nazi-occupied Netherlands, documenting the progression from restrictions to deportations. It contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews.",False,"This text provides factual historical information about the persecution of Jews in the Netherlands during World War II, documenting the progression from restricted rights to deportations to extermination camps. It contains no antisemitic content, conspiracy theories, Holocaust denial, or negative stereotypes about Jewish people.",False,"This text presents historical facts about the persecution of Jews in Nazi-occupied Netherlands, documenting the progression from restricted rights to deportation to extermination camps. It does not contain antisemitic content, conspiracy theories, or negative generalizations about Jews, but rather appears to be documenting Holocaust history."
5853,"No mention in the MSM, Jews are under threat in the
UK, and no one gives a damn.

Vile London Gang Carries Off 10-Year-Old-Jewish Boy Walking Back from School -  https://t.co/SK753q1VTY",0,Jews,None,"The text expresses concern about threats to Jewish people in the UK and references a specific incident involving a Jewish child. While it criticizes mainstream media coverage, it does not contain antisemitic tropes, conspiracy theories, or negative stereotypes about Jews. Instead, it appears to advocate for Jewish safety and express frustration about perceived lack of attention to antisemitic incidents.",False,"The text expresses concern about threats to Jewish people in the UK and references a specific incident involving a Jewish child. While it criticizes mainstream media coverage, it does not contain antisemitic tropes, conspiracy theories, or negative stereotypes about Jews as defined by the IHRA definition.",False,"This text expresses concern about threats to Jewish safety in the UK and criticizes media coverage, but does not demonstrate discrimination, prejudice, hostility, or violence against Jews as Jews. It appears to be advocating for Jewish safety rather than promoting antisemitic content."
1459,"Yeah they can. It is very well documented actually. Even an 11 year old with a history book can refer back to case of Iraq and how Israel put an end to that endeavor. Obviously the ""Professionals"" at your Organization are getting paid by the regime lobby",0,Israel,IHRA Definition,"The text contains antisemitic conspiracy theory language by referring to a 'regime lobby' that allegedly pays professionals, suggesting hidden Jewish/Israeli control over organizations and decision-making. This aligns with IHRA's definition of antisemitic myths about Jewish conspiracy or control of institutions.",True,"The text contains antisemitic conspiracy theory language by referring to a 'regime lobby' that allegedly pays professionals, implying secretive Jewish/Israeli control over organizations and decision-making. This aligns with classic antisemitic tropes about Jewish collective power and influence outlined in the IHRA definition.",False,"This text criticizes Israeli actions regarding Iraq and mentions a 'regime lobby' but does not target Jews as Jews or invoke classical antisemitic tropes. The criticism appears to be directed at Israeli state policy and political lobbying, which constitutes legitimate political discourse according to the Jerusalem Declaration."
2473,"Some light in this dark time.

Thousands of Jews and thousands of allies are marching across the Brooklyn Bridge.

Chanting: “NO HATE, NO FEAR, OUR JEWISH FAMILIES ARE WELCOME HERE!”

#NoHateNoFear 

 https://t.co/hqF6choD4H",0,Jews,None,"This text describes a peaceful march by Jews and allies promoting inclusion and opposing hate. It contains positive messaging about Jewish families being welcome and explicitly opposes hate and fear, which is the opposite of antisemitic content.",False,"This text describes a peaceful march by Jewish people and allies promoting inclusion and opposing hate. It contains positive messaging about Jewish families being welcome and explicitly opposes hate and fear, which directly contradicts antisemitic content.",False,"This text describes a peaceful march by Jews and allies promoting inclusion and opposing hate. It contains no antisemitic tropes, conspiracy theories, or negative generalizations about Jews, but rather shows solidarity and support for Jewish communities."
5053,"RT : ""The UK has a long history of welcoming people from Huegenots and Jews to more recently Asians and Poles. UKHK is is a fantastic initiative for ordinary Britons to help the latest group, Hong Kongers, to come and settle successfully.""  https://t.co/CnezBm6y2M",0,Jews,None,"This text positively mentions Jews alongside other immigrant groups as examples of successful integration into UK society. It contains no antisemitic tropes, stereotypes, or negative characterizations of Jewish people, but rather presents them as part of Britain's positive history of welcoming immigrants.",False,"The text positively mentions Jews as part of the UK's welcoming history alongside other groups like Huguenots, Asians, and Poles. It presents Jewish immigration in a positive, factual context without any antisemitic tropes, stereotypes, or negative characterizations.",False,"This text positively mentions Jews as part of a historical pattern of successful immigration groups welcomed to the UK. It presents Jews in a favorable context alongside other immigrant communities and does not contain any antisemitic tropes, conspiracy theories, or negative generalizations about Jews."
5037,"The disgusting anti semite Democrats keep spitting in the face of every Jew. Yet, the majority of Jews keep voting for them. https://t.co/kpVYSH8LPr",0,Jews,IHRA Definition,"The text makes sweeping negative generalizations about Democrats as 'anti semite' and suggests Jews collectively make poor political choices by voting for them. This constitutes stereotypical allegations about Jews as a collective regarding their political behavior and loyalty, fitting the IHRA definition of antisemitism.",False,"While the text contains inflammatory political rhetoric calling Democrats 'anti semite,' it does not meet the IHRA definition criteria for antisemitism. The text does not promote antisemitic tropes, conspiracy theories, or target Jews collectively with negative stereotypes - rather it appears to be defending Jewish interests against perceived antisemitism from Democrats.",True,"The text makes sweeping negative generalizations about Democrats as 'disgusting anti semite' and essentializes Jews as a collective group with statements about 'every Jew' and 'the majority of Jews.' This demonstrates prejudice and hostility toward both groups based on their identities, fitting the JDA definition of antisemitism through essentializing language."
5915,"These ARE Palestinian coins. Jews never existed, remember? Jesus was Palestinian and the Palestinians k!lled him.",0,Jews,IHRA Definition,"The text contains Holocaust denial by claiming 'Jews never existed' and promotes the deicide accusation by stating Palestinians killed Jesus, both of which are classic antisemitic tropes identified in the IHRA definition.",True,"The text contains Holocaust denial by claiming 'Jews never existed' and promotes the antisemitic deicide trope by stating 'Palestinians killed Jesus,' which historically blames Jews for Jesus's death. These elements directly match IHRA criteria for antisemitic content including denial of Jewish history and use of classic antisemitic symbols.",True,The text contains clear antisemitic content by denying Jewish existence ('Jews never existed') and promoting the deicide accusation against Palestinians while claiming Jesus was Palestinian. This combines Holocaust denial-adjacent erasure of Jewish history with classical antisemitic blood libel tropes.
3478,"Which of your supporters are the silent type...

The ones screaming “Jews will not replace us”? 
The ones having melt-downs ove face-masks? 
The ones attacking a veteran who lost both her legs in combat?
The ones still chanting about an imaginary wall Mexico was going to pay for? https://t.co/3cl9e7n9YP",0,Jews,None,"The text quotes the antisemitic chant 'Jews will not replace us' but does so to criticize those who use such language, not to promote it. The text is listing problematic behaviors of certain supporters to make a political point against them, rather than expressing antisemitic views itself.",False,"The text quotes the antisemitic chant 'Jews will not replace us' but does so in a critical context, listing it among problematic behaviors to criticize supporters of an unnamed political figure. The text is condemning rather than promoting antisemitic views.",False,"This text criticizes supporters who chanted 'Jews will not replace us' rather than promoting antisemitic views itself. The text appears to be condemning antisemitic behavior by listing it alongside other problematic actions, which constitutes criticism of antisemitism rather than expression of it."
1622,"Okay.

Now Boris Johnson is openly comparing the UK's EU membership to the enslavement of the Jews.

He went beyond… https://t.co/rmWGYIgMRa",0,Jews,None,"The text is a brief commentary criticizing Boris Johnson for allegedly comparing UK's EU membership to Jewish enslavement. This appears to be criticism of Johnson's rhetoric rather than expressing antisemitic views itself. The text does not contain antisemitic tropes, conspiracy theories, or hatred toward Jews.",False,"This text criticizes Boris Johnson for allegedly comparing UK's EU membership to Jewish enslavement, but does not itself contain antisemitic content. The text appears to be condemning what it perceives as an inappropriate comparison rather than promoting antisemitic views.",False,"This text criticizes Boris Johnson for making a comparison between UK's EU membership and Jewish enslavement, but does not itself contain antisemitic content. The text appears to be condemning what it sees as an inappropriate historical comparison rather than expressing prejudice against Jews as Jews."
3084,"Why American Jews continue to vote Democrat remains a sad mystery! 

Bernie is the most anti-Israeli Presidential candidate to date!

I believe he's also the most anti-American candidate!

Think, AOC, Omar, Talib &amp; Linda Sarsour! All Bernie surrogates!

https://t.co/pEzP1U0zBh",0,Jews,IHRA Definition,"The text contains dual loyalty accusations by suggesting American Jews should vote differently based on Israel-related concerns, implying their political choices should be determined by their Jewish identity rather than their American citizenship. This aligns with the IHRA definition's example of questioning Jewish citizens' loyalty.",False,"This text criticizes Bernie Sanders' political positions and associates, expressing disagreement with American Jewish voting patterns and Sanders' stance on Israel. While politically charged, it does not contain antisemitic tropes, conspiracy theories, or stereotypical allegations about Jews as defined by IHRA. The criticism appears to be political commentary rather than antisemitic content.",False,"This text criticizes American Jews' voting patterns and Bernie Sanders' policies regarding Israel, but does not invoke antisemitic tropes or target Jews as Jews. The criticism focuses on political positions and voting behavior rather than essentializing Jews or linking them to conspiracy theories or evil forces."
5176,"but god remembers love and finds a way to forgive

in his infinite mercy he decides not to ""utterly destroy"" the jews

this is mostly because, even though the kingdom of israel sucks, those guys over in judah, they're alright",0,Jews,None,"This text appears to be a religious or biblical commentary discussing God's mercy toward Jewish people and the historical kingdoms of Israel and Judah. While it mentions Jews in a religious context, it does not contain antisemitic tropes, conspiracy theories, or negative stereotypes that would qualify under either definition of antisemitism.",False,"This text appears to be a religious or biblical commentary discussing God's mercy toward Jewish people and the historical kingdoms of Israel and Judah. It does not contain antisemitic tropes, conspiracy theories, Holocaust denial, or other elements defined as antisemitic by the IHRA definition.",False,"This text appears to be a religious or biblical commentary discussing God's mercy toward Jewish people and ancient kingdoms. It does not contain antisemitic tropes, conspiracy theories, or expressions of hostility toward Jews as Jews, but rather discusses divine forgiveness and mercy in what seems to be a theological context."
904,"Texas Travelers’ Israel Godina () starting the game out hot with 6K through 4 IP.

Socorro (TX) 2022 #uncommitted https://t.co/5IOVwTAlCG",0,Israel,None,"This text is about a baseball player named Israel Godina and his pitching performance statistics. It contains no antisemitic content, conspiracy theories, or negative references to Jewish people - it's simply sports commentary using a person's name.",False,"This text is about a baseball player named Israel Godina and his pitching performance statistics. It contains no antisemitic content, conspiracy theories, Holocaust denial, or any other elements defined as antisemitic by the IHRA definition.",False,"This text is about a baseball player named Israel Godina and his pitching performance statistics. It contains no references to Jews, Jewish institutions, antisemitic tropes, or conspiracy theories - it is simply sports commentary using a person's given name."
511,Ilhan Omar a fake a fake Muslim that is siding with Israel at work. Muslims are ashamed for having you as Muslim.,0,Israel,None,"This text criticizes Ilhan Omar's political positions and questions her religious authenticity, but does not contain antisemitic content targeting Jews as Jews or invoking antisemitic tropes. The criticism is directed at a specific individual's political stance rather than making statements about Jewish people collectively.",False,"This text criticizes Ilhan Omar's political positions and questions her religious authenticity, but does not contain antisemitic content according to the IHRA definition. The criticism targets an individual politician's actions rather than making stereotypical allegations about Jews as a collective, promoting conspiracy theories, or employing other antisemitic tropes outlined in the IHRA framework.",False,"This text criticizes Ilhan Omar's political positions and questions her religious authenticity, but does not target Jews as Jews or invoke antisemitic tropes. The criticism is directed at a specific individual's perceived political stance rather than making generalizations about Jewish people or using classical antisemitic imagery."
1428,"Come and join the Ang Dating Daan Live Bible Exposition for our audiences in Europe, Israel, Africa, Middle East, and North America.
 
Happening at 12:00 a.m. Philippine Time (11 a.m. EST).

#TOPBiblicalAnswers

https://t.co/WRgLWV3HbH",0,Israel,None,"This text is a straightforward announcement for a religious Bible exposition event, listing geographical regions including Israel among others. There are no antisemitic tropes, conspiracy theories, or negative characterizations of Jews present in the content.",False,"This text is an announcement for a religious Bible exposition event that mentions Israel among other geographical regions where audiences are located. There are no antisemitic elements, conspiracy theories, negative stereotypes about Jews, or any content that meets the IHRA definition criteria for antisemitism.",False,"This text is a straightforward announcement for a religious Bible exposition event that mentions Israel only as a geographical region among other locations. There are no antisemitic tropes, conspiracy theories, or negative characterizations of Jews present in the content."
5044,RT : Ben Rhodes told  that  — and all Jews — are “corrupt and cruel.” While this view is taking root among s…,0,Jews,IHRA Definition,"The text makes a sweeping negative generalization about 'all Jews' being 'corrupt and cruel,' which constitutes stereotypical allegations about Jews as a collective. This fits the IHRA definition's criteria for antisemitism by attributing negative characteristics to all Jewish people.",False,"The text appears to be an incomplete retweet that cuts off mid-sentence. While it mentions someone allegedly calling Jews 'corrupt and cruel' (which would be antisemitic stereotyping), the fragment is too incomplete to verify the accuracy of this claim or understand the full context of what was actually said.",False,This appears to be a fragment of a retweet that lacks sufficient context to determine if antisemitic content is present. The text cuts off mid-sentence and doesn't contain complete statements that can be evaluated for antisemitic tropes or generalizations about Jews as Jews.
5432,"RT : IT IS OPEN SEASON ON JEWS IN NYC!

Less than two days after Waseem Awawdeh was arrested for brutally beating a Jew with a metal crutch in the center of Manhattan, Awawdeh is free again roaming the streets of NYC hunting Jews! 

,    https://t.co/x0zSBRgO85",0,Jews,None,"This text reports on a specific criminal incident and arrest without containing antisemitic content itself. While it uses inflammatory language about 'hunting Jews,' it appears to be criticizing the release of someone who allegedly committed an antisemitic attack rather than promoting antisemitism. The text does not contain conspiracy theories, stereotypes, or other antisemitic tropes defined in either framework.",False,"This text reports on an alleged antisemitic attack and expresses concern about Jewish safety in NYC. While the language is inflammatory ('hunting Jews'), it appears to be condemning antisemitic violence rather than promoting it. The text does not contain antisemitic tropes, conspiracy theories, or hatred toward Jews as defined by IHRA.",False,"This text expresses concern about antisemitic violence and criticizes the release of someone arrested for allegedly attacking a Jewish person. While the language is inflammatory and emotional, it does not demonstrate discrimination, prejudice, or hostility against Jews as Jews, nor does it invoke antisemitic tropes or conspiracy theories."
1059,"""Israel is a steadfast friend &amp; their cutting edge technology will benefit us &amp; help us detect COVID-19 much faster.The other medical breakthroughs &amp; innovations can work wonders” Says Jagdish Shetty, Hon Secretary of Indo-Israel Friendship Association https://t.co/EY76JbHwtB",0,Israel,None,"This text expresses positive views about Israel's technology and medical innovations, particularly regarding COVID-19 detection. It contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews or Israel.",False,"This text expresses positive views about Israel's technology and medical innovations, praising their contributions to COVID-19 detection and other medical breakthroughs. It contains no antisemitic tropes, conspiracy theories, or negative stereotypes about Jewish people or Israel, and instead promotes factual appreciation of Israeli technological capabilities.",False,"This text expresses positive views about Israel's technology and medical innovations, particularly regarding COVID-19 detection. It contains no antisemitic tropes, conspiracy theories, or negative generalizations about Jews. The statement is supportive of Israel-India cooperation and does not target Jews as Jews in any discriminatory way."
2764,"Actual antisemites have been trying for generations to conflate Israel and Jews so they can blame all Jews for Israel's actions.

Now they have the pro-Israel crowd doing it for them.

Mind = Blown",0,Jews,None,"This text criticizes both antisemites and pro-Israel advocates for conflating Israel with all Jews, which actually aligns with anti-antisemitic principles. The text opposes holding all Jews responsible for Israel's actions, which is explicitly identified as antisemitic in both definitions.",False,"This text criticizes the conflation of Israel and Jews, which actually opposes antisemitic tactics rather than promoting them. The text identifies holding Jews collectively responsible for Israel's actions as problematic, which aligns with the IHRA definition's recognition that such collective blame is antisemitic.",False,"This text criticizes both antisemites and pro-Israel advocates for conflating Israel with all Jews, which actually aligns with the JDA's principle that Jews should not be held collectively responsible for Israel's actions. The text opposes antisemitic tactics rather than promoting them."
3821,"In response to my tweet earlier, someone highlighted Haredi Jews. How could I blame the government for that?

D'uh. That's one of very many reasons why we needed to lock down much earlier and be absolutely clear on our messaging - with religious congregations not allowed.",0,Jews,None,"This text discusses public health policy regarding religious congregations during lockdown, specifically mentioning Haredi Jews in the context of government messaging and restrictions. The criticism is directed at government policy decisions rather than targeting Jews as a group, and does not contain antisemitic tropes or stereotypes.",False,"This text discusses public health policy regarding religious congregations during what appears to be a pandemic lockdown context. The criticism is directed at government policy decisions and timing, not at Jewish people collectively, and does not contain antisemitic tropes, stereotypes, or conspiracy theories as defined by the IHRA.",False,"This text criticizes government policy regarding lockdown timing and messaging around religious congregations, without targeting Jews as Jews or invoking antisemitic tropes. The criticism appears to be about public health policy implementation rather than expressing prejudice against Jewish people."
1930,"Trump the “White Supremacist”:

• 1st Golf Club Owner in Palm Beach to allow Blacks &amp; Jews 
• Has… https://t.co/sPFxhXEZzI",0,Jews,None,"The text presents factual claims about Trump's policies and actions regarding Jewish people and other minorities in a positive light. It does not contain antisemitic tropes, conspiracy theories, or negative stereotypes about Jews, but rather appears to defend against accusations by citing inclusive actions.",False,"The text presents factual claims about Trump's actions regarding inclusion of Blacks and Jews at his golf club, which appears to be defending against accusations of white supremacism rather than promoting antisemitic views. There are no antisemitic tropes, conspiracy theories, or negative stereotypes about Jewish people present in the text.",False,"This text makes a positive statement about Trump allowing Jews (and Blacks) at his golf club, which does not demonstrate discrimination, prejudice, hostility, or violence against Jews as Jews. The text appears to be defending Trump against accusations of white supremacism by citing his inclusion of Jewish members."
1801,"Hi   ,

Is violence against Jews and Holocaust jokes acceptable on your platform?

You… https://t.co/OCgIh07r8J",0,Jews,None,"This text is questioning whether violence against Jews and Holocaust jokes are acceptable on a platform, which appears to be challenging or criticizing such content rather than promoting it. The text does not contain antisemitic content itself but rather seems to be raising concerns about potential antisemitic content on a platform.",False,"This text is questioning whether violence against Jews and Holocaust jokes are acceptable on a platform, which appears to be challenging or criticizing such content rather than promoting it. The text does not contain antisemitic content itself but rather seems to be raising concerns about potential antisemitic content on a platform.",False,"This text is questioning whether violence against Jews and Holocaust jokes are acceptable on a platform, which appears to be criticizing such content rather than promoting it. The text does not contain antisemitic tropes, conspiracy theories, or discrimination against Jews as Jews."
6530,"Don’t forget “genocide!” 

Like “zionazi,” they figure it’s especially painful, as they turn what actually happened… https://t.co/b7DfERl9sY",0,ZioNazi,Jerusalem Declaration + IHRA Definition,"The text uses the term 'zionazi' which combines 'Zionist' with 'Nazi', constituting a comparison of Israeli policy to Nazi actions. This falls under the IHRA definition's examples of antisemitism when Nazi comparisons are applied to Israel.",True,"The text uses the term 'zionazi' which compares Israeli policy to Nazi actions, and suggests Jews are exploiting what 'actually happened' (likely referring to the Holocaust) for political gain. Both elements align with IHRA examples of antisemitism.",True,"The text uses the term 'zionazi' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', effectively applying antisemitic symbols to Israel. This constitutes antisemitism according to the Jerusalem Declaration as it links Israel/Zionism to Nazi imagery in a way that invokes historical antisemitic tropes."
5669,RT : I don't know the assholes who in the name of Palestinian freedom are attacking Jews across the world. I hope they spend time in jail. But every Palestinian I know believes that Palestinian freedom + Jewish safety not only can coexist but must. That gives me hope. Shabbat Shalom,0,Jews,None,"This text explicitly condemns attacks on Jews and promotes coexistence between Palestinian freedom and Jewish safety. It contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews - instead it advocates for both Palestinian rights and Jewish safety as compatible goals.",False,"This text explicitly condemns attacks on Jews and promotes the coexistence of Palestinian freedom and Jewish safety. It contains no antisemitic tropes, conspiracy theories, or harmful stereotypes about Jewish people, and instead advocates for Jewish safety alongside Palestinian rights.",False,"This text explicitly condemns attacks on Jews and advocates for both Palestinian freedom and Jewish safety to coexist. It does not contain antisemitic tropes, conspiracy theories, or discrimination against Jews as Jews, but rather promotes peaceful coexistence."
3505,"Al Sharpton profits from fake hate crimes and encourages riots.

Bill de Blasio routinely oppresses Jews and makes a mockery of policing.

Could there be a worse pair of people involved with anything having to do with race relations?

?? 

https://t.co/9TbcWYz93m",0,Jews,None,"The text criticizes two specific political figures (Al Sharpton and Bill de Blasio) for their individual actions and policies, particularly regarding race relations and policing. While it mentions de Blasio 'oppressing Jews,' this appears to be criticism of his specific policies rather than invoking antisemitic tropes about Jewish people collectively or using classical antisemitic stereotypes.",False,"The text criticizes specific individuals (Al Sharpton and Bill de Blasio) for their actions and policies, including an allegation that de Blasio 'oppresses Jews.' However, this appears to be political criticism of specific public figures rather than targeting Jews as a collective or employing antisemitic tropes. The criticism focuses on individual conduct and policy decisions rather than making stereotypical allegations about Jewish people generally.",False,"This text criticizes two specific political figures (Al Sharpton and Bill de Blasio) for their individual actions and policies, not Jews as a group. While it mentions de Blasio 'oppressing Jews,' this appears to be criticism of a specific politician's policies rather than invoking antisemitic tropes or making generalizations about Jews collectively."
4458,like I knew Silver Jews were gonna come out on top but I didn't have any fun doing it,0,Jews,None,"This text appears to be about music, specifically referencing the band 'Silver Jews' in what seems to be a casual comment about musical preferences or predictions. There are no antisemitic tropes, conspiracy theories, or negative references to Jewish people as a collective - just a mention of a band name in a neutral musical context.",False,"This text appears to be discussing a music band called 'Silver Jews' and someone's prediction about their success. There is no reference to Jewish people as a collective, no antisemitic tropes, conspiracy theories, or any content that meets the IHRA definition criteria for antisemitism.",False,"This text appears to be about music, specifically referencing 'Silver Jews' which is likely the indie rock band. There is no content targeting Jews as Jews, no antisemitic tropes, conspiracy theories, or discriminatory language against Jewish people."
6365,"2) “Hillary routinely referred to Jews as either ‘fuckin’ Jew bastards’ or ‘stupid kikes.’” https://t.co/x5LX7ksILI
https://t.co/X0pvo3MVDB",0,Kikes,IHRA Definition,The text contains explicit antisemitic slurs ('fuckin' Jew bastards' and 'stupid kikes') which are dehumanizing and stereotypical allegations about Jews as a collective. These are clear examples of antisemitic language that demeans Jews based on their identity.,True,The text contains explicit antisemitic slurs ('fuckin' Jew bastards' and 'stupid kikes') which are dehumanizing and stereotypical allegations about Jews as a collective. These terms are classic antisemitic language that demeans Jewish people based on their identity.,True,The text contains explicit antisemitic slurs ('fuckin' Jew bastards' and 'stupid kikes') that constitute clear examples of hostility and prejudice against Jews as Jews. These are derogatory terms specifically targeting Jewish identity and represent classic antisemitic language.
3930,"Women for Trump makes as much sense as
- Jews for Hitler
- Superman for Kryptonite
- Lungs for Cigarettes
- Manatees for Speed Boat Propellers
- Little Pigs for the Big Bad Wolf
- Ocean Floors for Plastic Straws
- Smart for Stupid",0,Jews,Jerusalem Declaration + IHRA Definition,"The text compares 'Jews for Hitler' to 'Women for Trump', drawing a parallel between Trump and Hitler. This constitutes comparing Israeli/Jewish-related entities to Nazi actions, which violates IHRA guidelines about Nazi comparisons.",False,"This text uses 'Jews for Hitler' as one example in a list of contradictory pairings to criticize 'Women for Trump.' The reference to Jews and Hitler appears to be making a historical analogy about contradictory allegiances rather than promoting antisemitic views, denying the Holocaust, or perpetuating antisemitic stereotypes.",False,"This text uses 'Jews for Hitler' as one example in a list of contradictory pairings to criticize 'Women for Trump.' The reference to Jews and Hitler is used as a historical analogy to illustrate contradiction, not to promote antisemitic tropes, conspiracy theories, or target Jews as Jews. The text is making a political point about perceived contradictions rather than expressing hostility toward Jewish people."
5609,"""And those Jews are the Israeli 1987 World Cup Squad and Leiber and Stoller."" https://t.co/hBHhTYxm1u",0,Jews,None,"The text appears to be a factual reference to specific Jewish individuals (the Israeli 1987 World Cup Squad and Leiber and Stoller) without any negative stereotypes, conspiracy theories, or antisemitic tropes. It simply identifies certain people as Jewish in what seems to be a neutral, informational context.",False,"This text appears to be a factual reference to specific Jewish individuals - the Israeli 1987 World Cup Squad and Leiber and Stoller (likely the famous songwriting duo). It does not contain any antisemitic tropes, stereotypes, conspiracy theories, or negative characterizations of Jews as a collective.",False,"This text appears to be a factual reference to specific Jewish individuals (the Israeli 1987 World Cup Squad and Leiber and Stoller) without any negative generalizations, conspiracy theories, or antisemitic tropes. It simply identifies certain people as Jewish in what seems to be a neutral, descriptive context."
4993,"I wonder if the Jews who proudly brag about gatekeeping Judaism &amp; denying the validity of fellow Jews think that they are performing mitzvot. I know they know it’s cruel &amp; unnecessary. They’re bullies who do not care for others, so I wonder if their excuse in their minds is this",0,Jews,None,"This text criticizes specific behaviors of some Jewish individuals regarding religious gatekeeping within Judaism, but does not contain antisemitic tropes, conspiracy theories, or generalizations about Jews as a collective. It appears to be internal community criticism about religious practices rather than antisemitism targeting Jews as Jews.",False,"This text criticizes specific behaviors of some Jewish individuals regarding religious gatekeeping within Judaism, but does not contain antisemitic elements as defined by IHRA. It addresses internal community dynamics rather than promoting stereotypes, conspiracy theories, or hatred against Jews as a collective group.",False,"This text criticizes specific behaviors within Jewish communities regarding religious gatekeeping and internal disputes about Jewish identity/validity. It does not target Jews as Jews with antisemitic tropes, conspiracy theories, or essentializing generalizations, but rather addresses internal community dynamics and religious practices."
2809,RT : New York City’s mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc,0,Jews,None,"This appears to be a misleading or false claim about NYC's mayor ordering police to 'round up Jews.' Without additional context showing the actual content or verifying this claim, this reads as misinformation rather than antisemitic content that targets Jews as Jews or employs classical antisemitic tropes.",False,"This text appears to be a misleading or false claim about NYC's mayor ordering police to 'round up Jews.' While potentially inflammatory and factually incorrect, it does not contain antisemitic content according to IHRA definition - it doesn't promote antisemitic stereotypes, conspiracy theories, or hatred toward Jewish people, but rather makes a claim about government action.",False,"This text appears to be a misleading characterization of a police action rather than targeting Jews as Jews. Without additional context showing antisemitic tropes, conspiracy theories, or essentializing language about Jews, this reads as political criticism or misinformation about a specific policy action rather than antisemitism according to the Jerusalem Declaration definition."
388,"Israel shoots and kills a young Palestinian man in Jerusalem's Old City.

Worse - they denied paramedics access, leaving him to bleed to death. https://t.co/WqogAJ9NOs",0,Israel,None,"This text reports on a specific incident involving Israeli forces and a Palestinian man, describing actions taken by Israeli authorities. It does not contain antisemitic tropes, conspiracy theories, or target Jews as a collective group - it focuses on criticizing specific actions by Israeli forces, which constitutes legitimate political criticism rather than antisemitism.",False,"This text reports on a specific incident involving Israeli forces and a Palestinian individual, focusing on actions and policies rather than making antisemitic claims. It criticizes Israeli conduct in a particular situation, which constitutes legitimate political criticism similar to what might be leveled against any other country, without employing antisemitic tropes or targeting Jews as a collective.",False,"This text reports on a specific incident involving Israeli forces and a Palestinian man, describing alleged actions by Israeli authorities. It constitutes evidence-based criticism of Israeli state actions rather than targeting Jews as Jews or invoking antisemitic tropes."
