original_index,text,is_antisemitic,keyword,prediction,description,model,max_tokens,temperature,usage,text_clean
1352,Shifting blame for the killing of Jews by white neo-Nazis onto the nonviolent BDS movement for Palestinian rights is thwarted by facts https://t.co/naGiKNOASH,1,Jews,False,"The text criticizes the practice of blaming the BDS movement for violence against Jews committed by white neo-Nazis. This is a critique of a specific argumentative strategy rather than expressing hatred toward Jews or making antisemitic allegations. The text does not contain stereotypes, conspiracy theories, or other antisemitic content as defined by the IHRA guidelines.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3813, 'completion_tokens': 94, 'total_tokens': 3907}",shifting blame for the killing of jews by white neonazis onto the nonviolent bds movement for palestinian rights is thwarted by facts
537,"Israel tourists stealing from Dubai hotels, report says – Middle East Monitor https://t.co/n8Zd6PHAry",1,Israel,False,"This text reports on alleged theft by Israeli tourists in Dubai hotels without making stereotypical allegations about Jews as a collective, employing antisemitic tropes, or applying double standards to Israel. It appears to be a factual news report about specific incidents rather than antisemitic rhetoric.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3796, 'completion_tokens': 78, 'total_tokens': 3874}",israel tourists stealing from dubai hotels report says middle east monitor
1278,"You know, isn't it anti-semitic to FORCE STERILIZE Black Jews simply because they're Black?\nWhy have the ""anti-semitism"" people who have so much smoke for Nick Cannon been SILENT about this all this time?🤔\n\nSo exactly WHO is the anti-semite?\nhttps://t.co/FFrWgV5oQn",1,Jews,False,"The text criticizes alleged forced sterilization of Black Jews and questions the selective application of antisemitism accusations. While it mentions antisemitism, it does not express hatred toward Jews or employ antisemitic stereotypes, but rather appears to advocate for Black Jews against discriminatory treatment.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3858, 'completion_tokens': 78, 'total_tokens': 3936}",you know isnt it antisemitic to force sterilize black jews simply because theyre blacknwhy have the antisemitism people who have so much smoke for nick cannon been silent about this all this timennso exactly who is the antisemiten
1906,Oppression is not good anywhere. This has nothing to do with any religion. So it's not important that Palestinian are Muslim or Christians or Jews. It just matters that they are oppressed.\n#القدس_اقرب \n#FreePalestine https://t.co/DVvHDJGJdU,1,Jews,False,"The text expresses opposition to oppression in general and specifically mentions that religion (including Judaism) is not relevant to the issue. It advocates for Palestinian rights without targeting Jews, making antisemitic allegations, or employing antisemitic stereotypes or tropes.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3841, 'completion_tokens': 73, 'total_tokens': 3914}",oppression is not good anywhere this has nothing to do with any religion so its not important that palestinian are muslim or christians or jews it just matters that they are oppressednالقدس_اقرب nfreepalestine
273,Masses of Israeli and Palestinian protesters are taking a stand as Israel moves dangerously close to the illegal annexation of more Palestinian land https://t.co/3zfqGOQNF9,1,Israel,False,"The text criticizes Israeli policy regarding annexation of Palestinian land, which is similar to criticism that could be leveled against any other country. It does not contain antisemitic stereotypes, conspiracy theories about Jews, or apply double standards specifically to Israel as a Jewish state.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3811, 'completion_tokens': 75, 'total_tokens': 3886}",masses of israeli and palestinian protesters are taking a stand as israel moves dangerously close to the illegal annexation of more palestinian land
84,Legal rights groups demand israel stops its aerial spraying &amp; poisoning of Gaza crops while Palestinians fight to keep a pandemic at bay #BDS https://t.co/vSInAao6qo,1,Israel,False,"The text criticizes specific Israeli policies regarding aerial spraying of Gaza crops, which is criticism of Israel similar to that leveled against any other country. It does not contain antisemitic stereotypes, conspiracy theories about Jews, or apply double standards that would make it antisemitic under the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3812, 'completion_tokens': 83, 'total_tokens': 3895}",legal rights groups demand israel stops its aerial spraying amp poisoning of gaza crops while palestinians fight to keep a pandemic at bay bds
3246,"""But Hamas""  No, Israel have been brutally slaughtering Palestinian men, women and children with increasingly reckless abandon as the world watches on and does nothing. For shame  #FreePalestine #IrelandStandsWithPalestine 🇵🇸 🇮🇪 https://t.co/M8IWnhcRmB",1,Israel,False,"This text criticizes Israeli military actions and expresses support for Palestine, which constitutes criticism of Israel similar to that leveled against other countries. The text does not contain antisemitic stereotypes, conspiracy theories about Jews, or other manifestations outlined in the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3856, 'completion_tokens': 77, 'total_tokens': 3933}",but hamas no israel have been brutally slaughtering palestinian men women and children with increasingly reckless abandon as the world watches on and does nothing for shame freepalestine irelandstandswithpalestine
1235,"How far the region has degenerated into venomous us vs them. Jews and Arabs lived alongside each peacefully for thousands of years then Balfour upset the apple cart.\n\nSince then it has been take, take, take and ever more egregious acts done in the name of zionism.\n\nUnacceptable. https://t.co/2CJO2RBhR6",1,Jews,False,"The text criticizes Zionism and Israeli policies but does not contain antisemitic content according to the IHRA definition. It discusses historical coexistence between Jews and Arabs, attributes current conflict to the Balfour Declaration, and criticizes actions done 'in the name of zionism' - this appears to be political criticism of Israel/Zionism rather than targeting Jews as a people with stereotypes, conspiracy theories, or other antisemitic tropes outlined in the definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3859, 'completion_tokens': 121, 'total_tokens': 3980}",how far the region has degenerated into venomous us vs them jews and arabs lived alongside each peacefully for thousands of years then balfour upset the apple cartnnsince then it has been take take take and ever more egregious acts done in the name of zionismnnunacceptable
1919,"The implication, of course, is that the lives of the brutally oppressed, dispossessed &amp; routinely murdered Palestinians are less important than the desires of UK Jews. Appalling racism right there. Of, course many Jews do not feel that &amp; to suggest otherwise is itself antisemitic https://t.co/Rfp247OwtS",1,Jews,False,"The text criticizes a perceived prioritization of UK Jews' desires over Palestinian lives, but does not make mendacious, dehumanizing, or stereotypical allegations about Jews as a collective. The author explicitly acknowledges that 'many Jews do not feel that' way and states that suggesting otherwise would be antisemitic, showing awareness of avoiding collective blame against Jews.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3846, 'completion_tokens': 97, 'total_tokens': 3943}",the implication of course is that the lives of the brutally oppressed dispossessed amp routinely murdered palestinians are less important than the desires of uk jews appalling racism right there of course many jews do not feel that amp to suggest otherwise is itself antisemitic
3314,RT : 1. It's not a conflict between Jews and Muslims. 2. Muslims and Jews have long coexistence peacefully in Palestine 3. Until Zionism brainwashed and indoctrinated many jews 4. Some Jews support Palestinian struggle 5. There are many Palestinian Christians aslo brutalised by Israel https://t.co/k1XQHMaVSB,1,Israel,False,"The text distinguishes between Jews as a people and Zionism as an ideology, explicitly states that Jews and Muslims coexisted peacefully, and acknowledges that some Jews support Palestinians. While critical of Zionism and Israel, it does not make antisemitic allegations about Jews as a collective or employ antisemitic stereotypes according to the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3855, 'completion_tokens': 95, 'total_tokens': 3950}",rt 1 its not a conflict between jews and muslims 2 muslims and jews have long coexistence peacefully in palestine 3 until zionism brainwashed and indoctrinated many jews 4 some jews support palestinian struggle 5 there are many palestinian christians aslo brutalised by israel
1408,"israel is an extension of colonialism in the middle east.  this state does not represent the interests of the Jews, but of colonialism https://t.co/bGdFTrxrvk",1,Jews,False,"The text criticizes Israel as a colonial extension but explicitly states that Israel 'does not represent the interests of the Jews,' which separates Jewish people from the Israeli state. This is criticism of Israel similar to criticism leveled against other countries and does not target Jews as a collective or employ antisemitic stereotypes.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3811, 'completion_tokens': 84, 'total_tokens': 3895}",israel is an extension of colonialism in the middle east this state does not represent the interests of the jews but of colonialism
3250,False. This is the AMOUNT OF ROCKETS FIRED AT PALESTINIAN CIVILIANS. #IsraelStopPlayingVictim #IsraelTerrorists #IsraelIsAntiBlack https://t.co/paNW5Z2UTz,1,Israel,False,"While the text contains harsh criticism of Israel using terms like '#IsraelTerrorists', this appears to be criticism of Israeli military actions rather than antisemitic content. The text does not contain stereotypes about Jews, conspiracy theories, Holocaust denial, or other elements specified in the IHRA definition as antisemitic.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3828, 'completion_tokens': 87, 'total_tokens': 3915}",false this is the amount of rockets fired at palestinian civilians israelstopplayingvictim israelterrorists israelisantiblack
2402,"Across all parts of the Occupied Palestinian Territories, Israel operates a regime of systematic racial discrimination, which facilitates the continued ethnic cleansing of the indigenous Palestinian population. #PalestineWillBeFree  ??? https://t.co/qYopNXruA7",1,Israel,False,"The text criticizes Israeli policies in Palestinian territories using terms like 'systematic racial discrimination' and 'ethnic cleansing,' but this constitutes criticism of Israel similar to that leveled against other countries. The text does not employ antisemitic stereotypes, conspiracy theories about Jews, or Holocaust-related comparisons that would qualify as antisemitic under the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3831, 'completion_tokens': 98, 'total_tokens': 3929}",across all parts of the occupied palestinian territories israel operates a regime of systematic racial discrimination which facilitates the continued ethnic cleansing of the indigenous palestinian population palestinewillbefree
1858,We are Jews from across the UK who stand with the Palestinian ppl &amp; demand the UK ends its complicity in israeli war crimes #SaveSilwan https://t.co/YvUc5sD6NN,1,Jews,False,"This text expresses criticism of Israeli policies and UK government actions regarding Palestine, which is similar to criticism that could be leveled against any other country. The speakers identify as Jews themselves and are exercising their right to political expression without employing antisemitic stereotypes, conspiracy theories, or targeting Jews as a collective.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3817, 'completion_tokens': 84, 'total_tokens': 3901}",we are jews from across the uk who stand with the palestinian ppl amp demand the uk ends its complicity in israeli war crimes savesilwan
3133,The New COVID Variant Scam was Simulated in Israel Weeks before it was “Discovered” https://t.co/UCyiIqBOMv,1,Israel,False,"While this text makes claims about Israel and COVID variants, it does not contain antisemitic content according to the IHRA definition. The text appears to be making a conspiracy claim about COVID variants and Israel's involvement, but it does not target Jews as a people, use antisemitic stereotypes, or make allegations about Jewish conspiracy to harm humanity that would qualify as antisemitic under the definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3805, 'completion_tokens': 101, 'total_tokens': 3906}",the new covid variant scam was simulated in israel weeks before it was discovered
1814,"#captainbenaiah- Tired of Captivity. Only on our #iuic #sacramento YouTube page. Don’t forget to subscribe, like, share and comment. #Israelites #hebrews #jews\n\nhttps://t.co/6p209N6zgG\n\nTo learn more visit our page at https://t.co/eJxw5Sop41 (YI) https://t.co/nseUxJVtzY",1,Jews,False,"The text appears to be promotional content for a religious YouTube channel discussing Israelite/Hebrew identity and captivity themes. While it mentions 'jews' in hashtags, there are no antisemitic allegations, stereotypes, conspiracy theories, or expressions of hatred toward Jews present in the text.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3878, 'completion_tokens': 80, 'total_tokens': 3958}",captainbenaiah tired of captivity only on our iuic sacramento youtube page dont forget to subscribe like share and comment israelites hebrews jewsnn learn more visit our page at yi
1986,This is the difference between Jews and Zionists \n#GazaUnderAttak  \n#Free_Palestine \n#IsraelTerrorists https://t.co/8VOv6H7Mp2,1,Jews,False,"The text distinguishes between Jews and Zionists without making antisemitic allegations about Jews as a people. While it uses hashtags critical of Israel, the distinction drawn between Jews and Zionists suggests the author is not targeting Jews collectively but rather a political ideology.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3820, 'completion_tokens': 76, 'total_tokens': 3896}",this is the difference between jews and zionists ngazaunderattak nfree_palestine nisraelterrorists
1263,"DV theory of Jews &amp; ""Jews of India"" proves right: Genome research reveals European origin of Aryans\n\n#यूरेशियन_की_पोलखोल \n\n \n \n \n \n \n \n \n https://t.co/Jwj8mgqaYH",1,Jews,False,"The text discusses genome research about European origins of Aryans and mentions 'Jews of India' in what appears to be an academic or research context. While it mentions Jews, it does not contain hatred toward Jews, stereotypical allegations, conspiracy theories, or other manifestations of antisemitism as defined by the IHRA guidelines.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3849, 'completion_tokens': 90, 'total_tokens': 3939}",dv theory of jews amp jews of india proves right genome research reveals european origin of aryansnnयरशयन_क_पलखल nn n n n n n n n
3312,"RT : Palestinian martyrs, this morning, as a result of the Israeli warplanes bombing northwest Ramallah. These children were hoping to have Happy Eid days, but Israel killed them without mercy. #Gaza_Under_Attack #HearGaza #IsraelTerrorist https://t.co/mtr0HcAuUC",1,Israel,False,"This text criticizes Israeli military actions and expresses sympathy for Palestinian casualties, but does not contain antisemitic content according to the IHRA definition. The criticism focuses on specific Israeli government/military actions rather than making stereotypical allegations about Jews as a people, denying Jewish rights to self-determination, or employing classic antisemitic tropes.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3846, 'completion_tokens': 94, 'total_tokens': 3940}",rt palestinian martyrs this morning as a result of the israeli warplanes bombing northwest ramallah these children were hoping to have happy eid days but israel killed them without mercy gaza_under_attack heargaza israelterrorist
1864,"Not only did this braindead dog conflate arabs with muslims casually, he also ignored the fact that most of human history was marked by migration and the fact that jews have relocated over thousands of years is nothing but completely in line with the rest of human history. https://t.co/J0JgXrtDeD",1,Jews,False,"The text criticizes someone for conflating Arabs with Muslims and discusses Jewish migration patterns in historical context. While it mentions Jews, it does so in a factual historical context without employing antisemitic stereotypes, conspiracy theories, or hatred toward Jews.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3838, 'completion_tokens': 71, 'total_tokens': 3909}",not only did this braindead dog conflate arabs with muslims casually he also ignored the fact that most of human history was marked by migration and the fact that jews have relocated over thousands of years is nothing but completely in line with the rest of human history
1898,"A Jew is not a Zionist, there is no problem between Jews and Muslims, maybe they have always lived together in peace, in fact Zionists are the problem, not Jews!! \n\n#FreePalestine https://t.co/ii5ia9FFmS",1,Jews,False,"The text explicitly distinguishes between Jews and Zionists, stating there is no problem between Jews and Muslims and that they have lived together peacefully. While it criticizes Zionists, this criticism does not target Jews as a people or employ antisemitic stereotypes according to the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3832, 'completion_tokens': 84, 'total_tokens': 3916}",a jew is not a zionist there is no problem between jews and muslims maybe they have always lived together in peace in fact zionists are the problem not jews nnfreepalestine
897,"Being Honest About Jews, Jewish Identity and Zionism in an Age of Identity Politics https://t.co/4NO3y0MRxb",1,Jews,False,"The text is simply a title/headline about discussing Jews, Jewish identity and Zionism without making any dehumanizing, stereotypical, or conspiratorial allegations about Jews. It does not contain any of the antisemitic manifestations outlined in the IHRA definition such as negative stereotypes, conspiracy theories, or Holocaust denial.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3801, 'completion_tokens': 90, 'total_tokens': 3891}",being honest about jews jewish identity and zionism in an age of identity politics
1975,"A Christian Zionist group has sponsored the first of 548 Jewish settlers from 20 countries to live in Israel, with the aim of forcing Palestinians out of occupied East Jerusalem like those in Sheikh Jarrah or Silwan to replace them with Jews.\n\nIsrael’s occupation, a thread 👇 https://t.co/ihl5YfcuS4",1,Jews,False,"The text criticizes Israeli settlement policies and occupation practices, which constitutes legitimate political criticism of Israel similar to criticism leveled against other countries. While it discusses controversial topics, it does not employ antisemitic stereotypes, conspiracy theories, or target Jews as a collective based on their identity.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3852, 'completion_tokens': 78, 'total_tokens': 3930}",a christian zionist group has sponsored the first of 548 jewish settlers from 20 countries to live in israel with the aim of forcing palestinians out of occupied east jerusalem like those in sheikh jarrah or silwan to replace them with jewsnnisraels occupation a thread
3096,"Hanukkah is regarded by many as a Jewish holiday. Although, Hanukkah is in fact a Hebrew Israelite holy day. It’s a biblical tradition ordained by Judas &amp; the congregation of Israel. It’s a time when us Jews are to honor the rededication of the temple &amp; remember God redeemed us https://t.co/wqiXs7iIxx",1,Israel,False,"The text discusses Hanukkah as a religious holiday and makes theological distinctions between Jewish and Hebrew Israelite traditions. While it contains religious discourse about Jewish identity and practices, it does not express hatred toward Jews, employ antisemitic stereotypes, or make any of the specific antisemitic allegations outlined in the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3859, 'completion_tokens': 90, 'total_tokens': 3949}",hanukkah is regarded by many as a jewish holiday although hanukkah is in fact a hebrew israelite holy day its a biblical tradition ordained by judas amp the congregation of israel its a time when us jews are to honor the rededication of the temple amp remember god redeemed us
2671,"The World looks the other way just like it did in WW2 when Hitler killed Jews, Homosexuals and Gypsies!� https://t.co/5ayAR0AlgO",1,Jews,False,"The text acknowledges the Holocaust and Hitler's killing of Jews, homosexuals, and Roma people during WW2 as historical fact. It draws a comparison about the world's inaction then and now, but does not deny, minimize, or distort the Holocaust, nor does it express hatred toward Jews or employ antisemitic stereotypes.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3812, 'completion_tokens': 90, 'total_tokens': 3902}",the world looks the other way just like it did in ww2 when hitler killed jews homosexuals and gypsies
337,The brutal assassination of our scientists by Israel only increases the anger of the Iranian people\nAnd it makes us more determined to take revenge\nRest assured that the path of this great martyr will continue and we will continue his path\n#Fakhrizadeh  \n#شهید_محسن_فخری_زاده https://t.co/L21vOXOpbS,1,Israel,False,"This text criticizes Israel's alleged assassination of Iranian scientists and expresses anger and desire for revenge. While it contains strong political criticism of Israel, it does not contain antisemitic content according to the IHRA definition - it does not target Jews as a people, use antisemitic stereotypes, or apply double standards that wouldn't be applied to other nations in similar circumstances.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3859, 'completion_tokens': 97, 'total_tokens': 3956}",the brutal assassination of our scientists by israel only increases the anger of the iranian peoplenand it makes us more determined to take revengenrest assured that the path of this great martyr will continue and we will continue his pathnfakhrizadeh nشهید_محسن_فخری_زاده
3328,RT : a masjid is for praying. it's a place of peace and worship. masjid al aqsa has such a large significance in Islam as it was the first qibla and also the place where the prophet Muhammad saw ascended to heaven. the ppl of Israel are sick for celebrating this destruction and deaths https://t.co/1dmevPy86t,1,Israel,False,"The text criticizes Israeli people's alleged celebration of destruction and deaths at a mosque, but this constitutes criticism of specific actions rather than antisemitic content. While harsh, it does not invoke antisemitic stereotypes, conspiracy theories, or target Jews as a collective based on their Jewish identity.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3850, 'completion_tokens': 80, 'total_tokens': 3930}",rt a masjid is for praying its a place of peace and worship masjid al aqsa has such a large significance in islam as it was the first qibla and also the place where the prophet muhammad saw ascended to heaven the ppl of israel are sick for celebrating this destruction and deaths
527,Should bother everyone that Rich countries used their vast wealth and influence to secure access to vaccines earlier than others.\n\nIsrael has so far vaccinated 13% of its population. https://t.co/DvF6qMMv7T,1,Israel,False,"The text criticizes wealthy countries for securing early vaccine access and mentions Israel's vaccination rate as a factual statistic. This is criticism similar to what could be leveled against any wealthy country and does not contain antisemitic stereotypes, conspiracy theories, or target Jews as a collective.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3823, 'completion_tokens': 78, 'total_tokens': 3901}",should bother everyone that rich countries used their vast wealth and influence to secure access to vaccines earlier than othersnnisrael has so far vaccinated 13 of its population
1286,"as well as PagansWicca Jews Muslims Hindu Buddhists Jesuits Agnostics Scientology, etc and Other Atheist Cult Types beingOther meaning they areNOT- ChurchCatholics so steeped in requiredChristianityONLY!- So are as Also clearly Ineligible. **1e/41 *correction to 10/41-below https://t.co/btkRI1ljUc",1,Jews,False,"While the text mentions Jews among other religious groups and appears to express religious intolerance or supremacist views about Christianity, it does not contain specific antisemitic content as defined by IHRA. The text treats Jews as one group among many others (Muslims, Hindus, Buddhists, etc.) without singling them out for particular hatred, stereotypes, or conspiracy theories that would constitute antisemitism under the definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3875, 'completion_tokens': 109, 'total_tokens': 3984}",as well as paganswicca jews muslims hindu buddhists jesuits agnostics scientology etc and other atheist cult types beingother meaning they arenot churchcatholics so steeped in requiredchristianityonly so are as also clearly ineligible 1e41 correction to 1041below
2425,Far Left Lawyer who Torched NYPD Vehicle During Riots Was Intern for Soros-funded anti-Israel Group https://t.co/YdCPMT8fcF via,1,Israel,False,"While the text mentions George Soros in connection with funding an anti-Israel group, it does not make antisemitic allegations about Soros as a Jew or employ antisemitic stereotypes. The text appears to be reporting on a factual connection between a lawyer's actions and their previous employment, without invoking antisemitic tropes about Jewish conspiracy or control.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3813, 'completion_tokens': 97, 'total_tokens': 3910}",far left lawyer who torched nypd vehicle during riots was intern for sorosfunded antiisrael group via
67,"Since its birth, israel has worked to drive the Palestinian people out of their homes and off their lands — it has NEVER ""yearned for peace"" https://t.co/zmrvKqHIhn",1,Israel,False,"This text criticizes Israeli policies toward Palestinians but does not contain antisemitic content according to the IHRA definition. The criticism focuses on state actions rather than targeting Jews as a people, and similar criticism could be leveled against any other country without invoking antisemitic stereotypes or tropes.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3812, 'completion_tokens': 81, 'total_tokens': 3893}",since its birth israel has worked to drive the palestinian people out of their homes and off their lands it has never yearned for peace
1935,He clearly said “not to keep Palestinian out of it but to keep jews in it” but in the same time “they’re not gonna come back here”\n\nPandai betul manipulate ayat #IsraelTerrorists https://t.co/TwdjZCgveG,1,Jews,False,"The text criticizes someone for allegedly manipulating statements and uses the hashtag #IsraelTerrorists, but does not contain antisemitic content according to the IHRA definition. While it criticizes Israel, this appears to be political criticism rather than targeting Jews as a collective or employing antisemitic stereotypes, conspiracy theories, or other manifestations outlined in the definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3834, 'completion_tokens': 100, 'total_tokens': 3934}",he clearly said not to keep palestinian out of it but to keep jews in it but in the same time theyre not gonna come back herennpandai betul manipulate ayat israelterrorists
834,"The Jews took up stones again to stone him. Jesus answered them, ""I have shown you many good works from the Father; for which of these do you stone me?"" -John 10:31-32 https://t.co/WpcgFxbABz",1,Jews,False,"This text is a direct biblical quotation from John 10:31-32 without additional commentary or interpretation that would make it antisemitic. While the passage describes historical events involving Jews and Jesus, simply quoting scripture without adding dehumanizing, demonizing, or stereotypical allegations about Jews does not constitute antisemitism under the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3827, 'completion_tokens': 96, 'total_tokens': 3923}",the jews took up stones again to stone him jesus answered them i have shown you many good works from the father for which of these do you stone me john 103132
1869,A group of Israeli Christians with their priest came to Sheikh Jarrah to express solidarity with Palestinian Muslims who have been threatened to leave their houses for the Jews. Israeli Christians made up 2% of the total population in Israel. #SaveSheikhJarrah https://t.co/nQawQELbe5,1,Jews,False,"The text describes Israeli Christians showing solidarity with Palestinian Muslims in Sheikh Jarrah without making antisemitic allegations about Jews. While it mentions displacement for 'the Jews,' this appears to be describing a specific housing situation rather than employing antisemitic stereotypes or conspiracy theories about Jewish people.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3836, 'completion_tokens': 79, 'total_tokens': 3915}",a group of israeli christians with their priest came to sheikh jarrah to express solidarity with palestinian muslims who have been threatened to leave their houses for the jews israeli christians made up 2 of the total population in israel savesheikhjarrah
1963,Tonight hundreds of British Jews rallied across the country to demand Freedom from Occupation and Freedom from Violence for all in Israel-Palestine.\n\nThis is unprecedented. Change is coming. #EndTheOccupation\n\nCheck out our nationwide protests ⬇️ https://t.co/uyDcZ7iGrc,1,Jews,False,"The text describes British Jews rallying for freedom from occupation and violence in Israel-Palestine, which represents legitimate political criticism similar to that leveled against other countries. There are no antisemitic stereotypes, conspiracy theories, or targeting of Jews as a collective based on their Jewish identity.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3843, 'completion_tokens': 77, 'total_tokens': 3920}",tonight hundreds of british jews rallied across the country to demand freedom from occupation and freedom from violence for all in israelpalestinennthis is unprecedented change is coming endtheoccupationnncheck out our nationwide protests
36,"Alison Weir: Despite coronavirus-caused cutbacks, Israel expects to get full $3.8 billion\nWhile thousands of Americans out of work &amp; tens of millions impacted by #coronavirus cutbacks, experts expect Israel will get its full massive aid package.\n.\nRead https://t.co/U5rbGfNoGW https://t.co/8zCkW0eVc5",1,Israel,False,"The text criticizes U.S. aid to Israel during the coronavirus pandemic, comparing it to domestic economic hardships. This constitutes criticism of Israel policy similar to criticism that could be leveled against any other country receiving foreign aid, and does not contain antisemitic stereotypes, conspiracy theories, or other elements defined as antisemitic by the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3862, 'completion_tokens': 95, 'total_tokens': 3957}",alison weir despite coronaviruscaused cutbacks israel expects to get full 38 billionnwhile thousands of americans out of work amp tens of millions impacted by coronavirus cutbacks experts expect israel will get its full massive aid packagennread
1320,Charlamagne Tha God Says Viacom Dropping Nick Cannon Shows Jews ‘Have the Power'\n\nhttps://t.co/esmZHl8R4R\n\n#BlackAntisemitism,0,Jews,True,The text promotes the antisemitic stereotype that 'Jews have the power' which falls under IHRA guideline 2.1.2 regarding 'stereotypical allegations about Jews as such or the power of Jews as collective.' This perpetuates the harmful myth about Jewish control over media and societal institutions.,anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3824, 'completion_tokens': 87, 'total_tokens': 3911}",charlamagne tha god says viacom dropping nick cannon shows jews have the powernn
2051,Brazilian journalist says Brazil would need to kill Jews to grow economy\nJournalist Jose Carlos Bernardi’s remarks provoked an outcry by critics who accused him of inciting violence and repeating anti-Semitic stereotypes about Jews and wealth. https://t.co/0yWIzfjCCy,0,Jews,True,"The text reports on a journalist's statement that Brazil would need to kill Jews to grow its economy, which constitutes calling for the killing of Jews and employs antisemitic stereotypes about Jews controlling wealth and the economy. This directly violates IHRA guidelines 2.1.1 (calling for killing Jews) and 2.1.2 (stereotypical allegations about Jewish power over the economy).",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3836, 'completion_tokens': 107, 'total_tokens': 3943}",brazilian journalist says brazil would need to kill jews to grow economynjournalist jose carlos bernardis remarks provoked an outcry by critics who accused him of inciting violence and repeating antisemitic stereotypes about jews and wealth
2919,RT : The Palestinians send their children to kill Jews. Why is the media silent? Please RT!  https://t.co/orbgTA3edv,0,Jews,True,"The text makes a stereotypical allegation about Palestinians as a collective group, claiming they 'send their children to kill Jews.' This falls under IHRA guideline 2.1.2 which identifies 'stereotypical allegations' as antisemitic manifestations, and also relates to guideline 2.1.3 about accusing a people of wrongdoing.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3801, 'completion_tokens': 101, 'total_tokens': 3902}",rt the palestinians send their children to kill jews why is the media silent please rt
539,Oligarch Sheldon Adelson Arranges a Hero’s Welcome for Convicted Traitor Who Sent American Military Secrets to Israel https://t.co/jUC0wrDmNn,0,Israel,True,"The text employs the antisemitic stereotype of Jews secretly controlling world finance and governments by characterizing Sheldon Adelson as an 'oligarch' who arranges special treatment for someone who allegedly betrayed America for Israel. This plays into conspiracy theories about Jewish dual loyalty and secret influence, which are classic antisemitic tropes according to the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3814, 'completion_tokens': 97, 'total_tokens': 3911}",oligarch sheldon adelson arranges a heros welcome for convicted traitor who sent american military secrets to israel
725,"There is a horrific irony in Bret's bigoted op-ed that places Jews at the top of an intellectual hierarchy. One justification is Jewish performance on IQ tests, the same IQ tests developed by eugenicists, the same eugenicists behind the Holocaust. https://t.co/Uxqscn7y1V",0,Jews,True,"The text makes stereotypical allegations about Jews by referencing 'Jewish performance on IQ tests' and connects this to a 'horrific irony' linking Jews to eugenicists and the Holocaust. This employs negative stereotyping about Jewish intelligence and implies a sinister connection between Jewish intellectual achievement and historical persecution, which constitutes antisemitic rhetoric under IHRA guidelines 2.1.2.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3845, 'completion_tokens': 107, 'total_tokens': 3952}",there is a horrific irony in brets bigoted oped that places jews at the top of an intellectual hierarchy one justification is jewish performance on iq tests the same iq tests developed by eugenicists the same eugenicists behind the holocaust
