text,is_antisemitic,prediction,original_index,ID,CreateDate,Username,description,keyword,original_text,error_type
RT : AOC wants to treat Trump supporters like Hitler treated the Jews.,0,1,1437,1324972381098692608,2020-11-07 07:10:07+00:00,VinnieDalrymple,"The text makes a comparison between contemporary political treatment and Nazi treatment of Jews during the Holocaust. This falls under IHRA guideline 2.1.10 which identifies 'drawing comparisons of contemporary Israeli policy to that of the Nazis' as antisemitic, and by extension, trivializing the Holocaust by comparing ordinary political situations to the systematic genocide of Jews is antisemitic.",Jews,RT @CassyWearsHeels: AOC wants to treat Trump supporters like Hitler treated the Jews.,false_positive
Israel has been bombing Gaza for seven consecutive nights. \n\nThe few news sources that are even reporting it are just reproducing IDF press releases almost word for word.,0,0,85,1295830257472278529,2020-08-18 21:09:43+00:00,Leonard3Tina,"The text criticizes Israeli military actions and media coverage without employing antisemitic stereotypes, conspiracy theories, or targeting Jews as a collective. It focuses on specific military actions and journalistic practices, which constitutes legitimate criticism of a state's actions similar to criticism that could be leveled against any other country.",Israel,Israel has been bombing Gaza for seven consecutive nights. \n\nThe few news sources that are even reporting it are just reproducing IDF press releases almost word for word.,true_negative
"""Given that last weekend Jews in the US were murdered in an attack on a synagogue, we have to wonder what it will take before this is taken seriously.”\n3/4",0,0,302,1123276905082388480,2019-04-30 17:24:18+00:00,pollsstar,"This text expresses concern about antisemitic violence against Jews and calls for taking such attacks seriously. It does not contain hatred toward Jews, stereotypes, conspiracy theories, or any other manifestations of antisemitism as defined by IHRA.",Jews,"""Given that last weekend Jews in the US were murdered in an attack on a synagogue, we have to wonder what it will take before this is taken seriously.”\n3/4",true_negative
Calm down you kikes have forgotten what happened to you 80 years ago. Now you�re doing the same thing to others,1,1,1508,1176908271195762688,2019-09-25 17:16:12+00:00,sim_187,"The text uses the antisemitic slur 'kikes' to refer to Jews, which is a dehumanizing and demonizing allegation. It also makes Holocaust references while accusing Jews collectively of wrongdoing, violating IHRA guidelines 2.1.2 and 2.1.3.",Kikes,@AJCGlobal Calm down you kikes have forgotten what happened to you 80 years ago. Now you�re doing the same thing to others,true_positive
You have to understand the farther you go back the dark at everybody was and they were different type of Jews that's why there was a holocaust the weight and everybody up everything was happening at the same time,1,1,616,1281904587713261568,2020-07-11 10:54:05+00:00,QueenOfJewelz,The text contains Holocaust denial/distortion by suggesting the Holocaust happened because of 'different types of Jews' and implying Jews were somehow responsible for their own persecution. This violates IHRA guideline 2.1.3 (accusing Jews of being responsible for wrongdoing) and 2.1.4 (distorting the Holocaust's intentionality).,Jews,You have to understand the farther you go back the dark at everybody was and they were different type of Jews that's why there was a holocaust the weight and everybody up everything was happening at the same time,true_positive
"On a 1 to 10 scale, how important is the Israel UAE agreement to normalize relations? (A 10 being HUGE)",0,0,121,1304960876043264001,2020-09-13 01:51:32+00:00,real_Stephanie,"This text is a neutral question asking for an opinion on the importance of the Israel-UAE normalization agreement on a scale of 1-10. It contains no hatred toward Jews, antisemitic stereotypes, or any of the manifestations listed in the IHRA definition.",Israel,"On a 1 to 10 scale, how important is the Israel UAE agreement to normalize relations? (A 10 being HUGE)",true_negative
They remind of what I read about what happened to Jews in Europe. Now those zionazis are doing the same thing to those innocent Palestinians.,1,1,954,1128653827077541889,2019-05-15 13:30:16+00:00,seanthaher,"The text uses the term 'zionazis' which is a Nazi comparison applied to Israelis/Zionists, and draws explicit comparisons between contemporary Israeli policy and Nazi actions against Jews. This violates IHRA guideline 2.1.10 which identifies 'drawing comparisons of contemporary Israeli policy to that of the Nazis' as antisemitic.",ZioNazi,@aliciavperry They remind of what I read about what happened to Jews in Europe. Now those zionazis are doing the same thing to those innocent Palestinians.,true_positive
"There are worldly jews, which have a bad rep. They love money too much and need to be tested. Then there's me, I will spend my money on whatever God deems necessary. My money will go towards building God's kingdom. Other people can worry about the poor, like Doug.",1,1,1261,1246586104020709381,2020-04-04 23:51:02+00:00,DarkLandOnline,"The text contains stereotypical allegations about Jews as a collective, specifically the antisemitic stereotype that Jews 'love money too much.' This falls under guideline 2.1.2 which identifies 'stereotypical allegations about Jews as such' as antisemitic manifestations.",Jews,"There are worldly jews, which have a bad rep. They love money too much and need to be tested. Then there's me, I will spend my money on whatever God deems necessary. My money will go towards building God's kingdom. Other people can worry about the poor, like Doug.",true_positive
"His love of Israel was strongly shaped by his grandfather who survived the Holocaust, and by his parents who actively encouraged him to be a strong member of their Jewish community.",0,0,46,1289629467854266369,2020-08-01 18:29:59+00:00,IMTIzionism,"This text describes someone's positive connection to Israel through family Holocaust history and Jewish community involvement. It contains no hatred, negative stereotypes, or antisemitic allegations against Jews, but rather presents Jewish identity and Israel connection in a neutral, factual manner.",Israel,"His love of Israel was strongly shaped by his grandfather who survived the Holocaust, and by his parents who actively encouraged him to be a strong member of their Jewish community.",true_negative
"that called out the * directly in a veiled way, in which he clearly called them kikes (in the original cuts you can't find anymore, that's where the word ""kike"" is from, ) and that was the end, before he could make a comeback they killed him and blamed it on drugs.",0,1,868,1102963140881453056,2019-03-05 16:04:39+00:00,AudioCode3,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically involving dehumanizing and stereotypical allegations about Jews through the use of hateful language directed toward Jewish individuals.",Kikes,"that called out the * directly in a veiled way, in which he clearly called them kikes (in the original cuts you can't find anymore, that's where the word ""kike"" is from, ) and that was the end, before he could make a comeback they killed him and blamed it on drugs.",false_positive
A nation of thieving pigs. Cowardly low life zionazis. One day you'll get yours,1,1,974,1109563518246969344,2019-03-23 21:12:12+00:00,SayedAB5,The text contains dehumanizing language calling a group 'thieving pigs' and uses the antisemitic portmanteau 'zionazis' which compares Israeli policy to Nazis (guideline 2.1.10). The dehumanizing animal imagery ('pigs') aligns with classic antisemitic stereotypes that depict Jews as vile creatures.,ZioNazi,@Timesofgaza A nation of thieving pigs. Cowardly low life zionazis. One day you'll get yours,true_positive
Both are equally evil for rest of world and controlled by jews lobby so it doesn't matter who will win but i know trump is gona win 😊,1,1,748,1323882922387132418,2020-11-04 07:00:59+00:00,Saifkayani17,"The text contains the antisemitic allegation that Jews control political entities through a 'jews lobby,' which falls under IHRA guideline 2.1.2 regarding stereotypical allegations about the power of Jews as a collective and their supposed control of government institutions.",Jews,@cjwerleman Both are equally evil for rest of world and controlled by jews lobby so it doesn't matter who will win but i know trump is gona win 😊,true_positive
“Fauci or the Jews” is trending because the Washington Post doesn’t use the Oxford comma &amp; gosh Fred there’s a good illustration of why you should use the Oxford comma,0,0,352,1247631294386896897,2020-04-07 21:04:15+00:00,bjgunts,"This text is making a grammatical observation about the Oxford comma and how its absence can create ambiguous meaning in headlines. It does not express hatred toward Jews, make stereotypical allegations about Jews, or contain any antisemitic content as defined by the IHRA guidelines.",Jews,“Fauci or the Jews” is trending because the Washington Post doesn’t use the Oxford comma &amp; gosh Fred there’s a good illustration of why you should use the Oxford comma,true_negative
had to go to Israel today ?? it�s fine ???? i love kikes ??,1,1,1502,1207730489949409280,2019-12-19 18:32:42+00:00,LumpySkull,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically expressing hatred toward Jews through derogatory language.",Kikes,had to go to Israel today ?? it�s fine ???? i love kikes ??,true_positive
Patrilineal Jews are Jews. Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.,0,0,1218,1249956212168409089,2020-04-14 07:02:38+00:00,m3guhn,"The text simply repeats the factual statement that patrilineal Jews are Jews, which is a neutral assertion about Jewish identity and lineage. There are no negative stereotypes, hatred, conspiracy theories, or other antisemitic content present according to the IHRA definition.",Jews,Patrilineal Jews are Jews. Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.  Patrilineal Jews are Jews.,true_negative
“The President's daughter and son-in-law -- who are Modern Orthodox Jews -- stayed silent publicly as Trump caused a firestorm by questioning the loyalty of some Jewish Americans to Israel.” Modern Orthodox Jews that I know renounce these two pretenders.,0,0,197,1164635639553200128,2019-08-22 20:29:09+00:00,B52Malmet,"The text criticizes specific individuals (the President's daughter and son-in-law) for their actions or inactions, not Jews as a collective. While it mentions their Jewish identity, the criticism is directed at their individual behavior regarding a political situation, not at Jews generally or based on antisemitic stereotypes.",Jews,“The President's daughter and son-in-law -- who are Modern Orthodox Jews -- stayed silent publicly as Trump caused a firestorm by questioning the loyalty of some Jewish Americans to Israel.” Modern Orthodox Jews that I know renounce these two pretenders.,true_negative
"She's only willing to call out the anti semitism in the US, while vilifying the Jews of Israel, more than half of which are descended from Mizrahim, aka refugees from muslim countries.\n\nMr. Gerber is an upper middle class American whose family wasnt forced to Israel for survival",0,0,53,1285623679607623684,2020-07-21 17:12:25+00:00,ThrwLkngGlss,"The text criticizes someone's selective approach to addressing antisemitism and makes factual claims about Israeli demographics and an individual's background. While it discusses Jews and Israel, it does not contain hatred toward Jews, employ antisemitic stereotypes, or make mendacious allegations about Jewish people as defined by the IHRA guidelines.",Israel,"@jdforward She's only willing to call out the anti semitism in the US, while vilifying the Jews of Israel, more than half of which are descended from Mizrahim, aka refugees from muslim countries.\n\nMr. Gerber is an upper middle class American whose family wasnt forced to Israel for survival",true_negative
"They missed? What a shame... Better luck to them next time. ZioNazis can't be appeased, you see.",1,1,1522,1171069859171581952,2019-09-09 14:36:26+00:00,talkestani,"The text uses the term 'ZioNazis' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy to that of the Nazis as specified in guideline 2.1.10. The phrase 'They missed? What a shame... Better luck to them next time' appears to express regret about a failed attack and encouragement for future attempts, which could constitute calling for or justifying harming of Jews.",ZioNazi,"@AmichaiStein1 They missed? What a shame... Better luck to them next time. ZioNazis can't be appeased, you see.",true_positive
How about the other 180 nations that are in diplomatic relations with all these nations.\n\nSingling out Jews is antisemitic Mr. self righteous,0,0,802,1304501895042605070,2020-09-11 19:27:42+00:00,MosesKahana,"The text criticizes someone for allegedly singling out Jews and calls this behavior antisemitic, rather than expressing antisemitic views itself. The text is actually opposing antisemitism by identifying what it perceives as discriminatory treatment toward Jews.",Jews,@alexbkane How about the other 180 nations that are in diplomatic relations with all these nations.\n\nSingling out Jews is antisemitic Mr. self righteous,true_negative
Israel-UAE peace deal is truly historic and a tremendous diplomatic achievement.  The president deserves enormous credit.  More on radio this evening.,0,0,47,1294056228386217986,2020-08-13 23:40:21+00:00,InsuranceChomp,"The text expresses positive views about an Israel-UAE peace deal and praises diplomatic achievement. There are no negative stereotypes, conspiracy theories, or hostile rhetoric directed toward Jews, Jewish institutions, or Israel that would constitute antisemitism under the IHRA definition.",Israel,Israel-UAE peace deal is truly historic and a tremendous diplomatic achievement.  The president deserves enormous credit.  More on radio this evening.,true_negative
"If you are not a German schizo who believes White people were descended from the Annunaki, and Jews are shapeshifting reptilians, you are not a real nazbol man, sorry...",0,1,1448,1326995579969425408,2020-11-12 21:09:35+00:00,NarutoMobutu,"The text promotes antisemitic conspiracy theories by characterizing Jews as 'shapeshifting reptilians,' which falls under the IHRA definition's examples of 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews.' The text also endorses Nazi ideology by suggesting one must hold these antisemitic beliefs to be a 'real nazbol,' which constitutes endorsement of Nazism that systematically killed Jews.",Jews,"@Leyawynn If you are not a German schizo who believes White people were descended from the Annunaki, and Jews are shapeshifting reptilians, you are not a real nazbol man, sorry...",false_positive
🙊 I bet #randum The media's slanted view of kikes mind-blowingly was due to cuckolds :) Mad ? 💘 🌕 👉 👀 🍁 🚕 🐻 ® 👈 🔂 ⛵ ⛲,1,1,871,1202942241876172800,2019-12-06 13:25:54+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically falling under dehumanizing and stereotypical allegations about Jews.",Kikes,🙊 I bet #randum The media's slanted view of kikes mind-blowingly was due to cuckolds :) Mad ? 💘 🌕 👉 👀 🍁 🚕 🐻 ® 👈 🔂 ⛵ ⛲,true_positive
It is #HolocaustMemorialDay. \n\nThe Nazis targeted \n\nJews\nRomani people \nDisabled people \nQueer and trans people\nPeople with the “wrong” political beliefs \nSlavs\nand others. \n\nNever again means we all have to stand together when any of us is under attack. \n\nNever again is now.,0,0,502,1221845300601483264,2020-01-27 17:19:55+00:00,joeltena,"This text commemorates Holocaust Memorial Day by acknowledging the various groups targeted by the Nazis, including Jews and other victims. It promotes solidarity against persecution and uses 'Never again' as a call for vigilance against current threats. The text does not contain any hatred toward Jews, stereotypes, conspiracy theories, or other antisemitic content as defined by the IHRA definition.",Jews,It is #HolocaustMemorialDay. \n\nThe Nazis targeted \n\nJews\nRomani people \nDisabled people \nQueer and trans people\nPeople with the “wrong” political beliefs \nSlavs\nand others. \n\nNever again means we all have to stand together when any of us is under attack. \n\nNever again is now.,true_negative
"Bernie is the only one who acknowledges the racist, right wing government in power in Israel #DemDebate #DemDebate2020",0,0,119,1232496603467923458,2020-02-26 02:44:23+00:00,notreallysajid,"The text criticizes the Israeli government as 'racist' and 'right wing' but does not target Jews as a people or employ antisemitic stereotypes. According to IHRA guidelines, criticism of Israel similar to that leveled against other countries is not antisemitic, and calling Israel racist per se would need to deny Israel's right to exist to be considered antisemitic under guideline 2.1.7.",Israel,"Bernie is the only one who acknowledges the racist, right wing government in power in Israel #DemDebate #DemDebate2020",true_negative
"This cartoon is glaringly antisemitic. The mural, not so much. You are a hypocrite and a danger to Jews.",0,0,469,1247567245678706694,2020-04-07 16:49:44+00:00,Darius363,"The text criticizes someone for being hypocritical about antisemitism and claims they are 'a danger to Jews,' but this appears to be defending Jews against antisemitism rather than expressing hatred toward them. The text does not contain stereotypes, conspiracy theories, or other manifestations of antisemitism as defined by IHRA.",Jews,"@JeffSamuels16 This cartoon is glaringly antisemitic. The mural, not so much. You are a hypocrite and a danger to Jews.",true_negative
"Dear world leaders,\n\nThank you for respecting the memory of the millions of Jews murdered in the Holocaust.\n\nPlease also remember the living. \n\nEradicate Antisemitism from your countries &amp; support the only reason another Holocaust cannot take place: the Jewish homeland, Israel.",0,0,362,1220766613693259776,2020-01-24 17:53:36+00:00,DrLBErdile,"The text advocates against antisemitism and supports Holocaust remembrance, which are positive messages. While it expresses support for Israel as a Jewish homeland, this is framed as protection against future persecution rather than making antisemitic claims about other countries or peoples.",Jews,"Dear world leaders,\n\nThank you for respecting the memory of the millions of Jews murdered in the Holocaust.\n\nPlease also remember the living. \n\nEradicate Antisemitism from your countries &amp; support the only reason another Holocaust cannot take place: the Jewish homeland, Israel.",true_negative
"White jews will try to excuse their own behavior by citing that certain black activist groups engage in antisemitic rhetoric. First, this is usually false because being anti isrl is not being anti semitic. Second,,,,, there are fucking black jews",0,1,577,1270488916118982657,2020-06-09 22:52:16+00:00,kenobeavfd,The text contains antisemitic stereotypical allegations about Jews as a collective by claiming 'White jews will try to excuse their own behavior' which attributes deceptive behavior to Jews as a group. This falls under IHRA guideline 2.1.2 regarding stereotypical allegations about Jews as such.,Jews,"White jews will try to excuse their own behavior by citing that certain black activist groups engage in antisemitic rhetoric. First, this is usually false because being anti isrl is not being anti semitic. Second,,,,, there are fucking black jews",false_positive
"🏤 Nowadays, #randum The influence of kikes arguably will be (((THEM))) rawr Won't hear this on mainstream media! :( 🈳 🍁 🌾 🚞 🎽 🐸 🐱 🌋 🌟 🐈 🙆",1,1,869,1208477713570381824,2019-12-21 20:01:54+00:00,plivecalmest,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jews, and uses the triple parentheses '(((THEM)))' which is a known antisemitic symbol used to identify Jewish individuals or entities online. These elements constitute dehumanizing and stereotypical allegations about Jews as a collective.",Kikes,"🏤 Nowadays, #randum The influence of kikes arguably will be (((THEM))) rawr Won't hear this on mainstream media! :( 🈳 🍁 🌾 🚞 🎽 🐸 🐱 🌋 🌟 🐈 🙆",true_positive
"Had the Jews slew any cow, it would have sufficed them. But no! They proved to be difficult people and so Allah made it difficult for them.\n\nWe need to be careful and mindful of our utterances.\nThis indeed is great lesson for us.",1,1,343,1199941545371295744,2019-11-28 06:42:12+00:00,Galadima_Samaru,"The text contains stereotypical allegations about Jews as a collective, characterizing them as 'difficult people' and suggesting Allah punished them for this trait. This employs negative character traits and stereotypes about Jews as a group, which falls under the IHRA definition's examples of antisemitic manifestations.",Jews,"Had the Jews slew any cow, it would have sufficed them. But no! They proved to be difficult people and so Allah made it difficult for them.\n\nWe need to be careful and mindful of our utterances.\nThis indeed is great lesson for us.",true_positive
They gave the Jews all the money they need they don�t give not 3 fucks!!!! They gon look the other way,1,1,1408,1266468023520632839,2020-05-29 20:34:41+00:00,Baeda__,"The text contains stereotypical allegations about Jews having access to money and being given preferential financial treatment, which aligns with antisemitic stereotypes about Jewish wealth and financial control mentioned in the IHRA definition. The phrase 'They gave the Jews all the money they need' perpetuates harmful stereotypes about Jewish people and money.",Jews,@Vanoossaa They gave the Jews all the money they need they don�t give not 3 fucks!!!! They gon look the other way,true_positive
"The fact that Jews made up 20% of the French Resistance &amp; also set up the Armée Juive.\n\n“Why didn’t they stand up earlier??” Look up the execution of Helmut Hirsch, who was evidently planning to bomb Nazi headquarters and kill the head of the anti-Semitic Der Stürmer newspaper.",0,0,531,1271071458379419653,2020-06-11 13:27:05+00:00,JUNIUS_64,"This text presents factual historical information about Jewish resistance during WWII, including their participation in the French Resistance and specific examples like Helmut Hirsch's anti-Nazi activities. The text counters antisemitic narratives that blame Jews for not resisting Nazi persecution, making it anti-antisemitic rather than antisemitic.",Jews,"The fact that Jews made up 20% of the French Resistance &amp; also set up the Armée Juive.\n\n“Why didn’t they stand up earlier??” Look up the execution of Helmut Hirsch, who was evidently planning to bomb Nazi headquarters and kill the head of the anti-Semitic Der Stürmer newspaper.",true_negative
"""The Jews are not loyal to the state."" — Adolf Hitler\n\n""Any Jew that votes Democrat is disloyal."" — Donald Trump",0,1,344,1164584917402914816,2019-08-22 17:07:35+00:00,dmfeil60,"The text contains an accusation that Jews are disloyal, which falls under IHRA guideline 2.1.6 about 'Accusing Jewish citizens of being more loyal to Israel, or to the alleged priorities of Jews worldwide, than to the interests of their own nations.' The comparison between Hitler and Trump's statements reinforces antisemitic stereotypes about Jewish disloyalty.",Jews,"""The Jews are not loyal to the state."" — Adolf Hitler\n\n""Any Jew that votes Democrat is disloyal."" — Donald Trump",false_positive
Off course. Hitler's Life is the story of a POC painter and war veteran oppressed and marginalized by whites (jews),1,1,446,1215748637013291009,2020-01-10 21:33:57+00:00,SekretSila,"The text promotes antisemitic Nazi ideology by portraying Hitler positively and characterizing Jews as oppressive 'whites' who marginalized him. This endorses Nazism and perpetuates the antisemitic narrative that Jews were responsible for Hitler's actions, which according to the IHRA definition constitutes antisemitism through endorsement of systematic Jewish persecution.",Jews,@PorkNCheesee Off course. Hitler's Life is the story of a POC painter and war veteran oppressed and marginalized by whites (jews),true_positive
"BORIS JOHNSON HAS BEEN CAUGHT UP IN ANTI SEMETIC SCANDAL.\n\nBoris Johnson depicted Jews as controlling the media and being able to “fiddle” elections in 2004 novel written while he was a Tory MP, it has emerged.\nThe book was full of racial slurs against many people.",0,1,325,1204358735143063552,2019-12-10 11:14:33+00:00,80_mcswan,"The text describes Boris Johnson depicting Jews as controlling the media and being able to 'fiddle' elections, which directly matches IHRA guideline 2.1.2 about 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as such or the power of Jews as collective — such as, especially but not exclusively, the myth about a world Jewish conspiracy or of Jews controlling the media, economy, government or other societal institutions.'",Jews,"BORIS JOHNSON HAS BEEN CAUGHT UP IN ANTI SEMETIC SCANDAL.\n\nBoris Johnson depicted Jews as controlling the media and being able to “fiddle” elections in 2004 novel written while he was a Tory MP, it has emerged.\nThe book was full of racial slurs against many people.",false_positive
"In Europe incl. Ukraine there were 6.895.200 million Jews.The official figures 1938 Jews in Europe, excl. non occupied USSR, 6.594.200,nearly a million escaped. and 3.5 million survived(Jewish statistics)Count yourself,As such some people have doubts, 5.569.000 should be correct.",1,1,241,1089468435430555648,2019-01-27 10:21:31+00:00,ThisLamaSpit,"This text denies the scope of the Holocaust by disputing the number of Jewish victims, claiming only 5.569 million Jews died rather than the historically established figure of approximately 6 million. According to IHRA guideline 2.1.4, denying the scope of the Holocaust constitutes antisemitism.",Jews,"@volkskrant In Europe incl. Ukraine there were 6.895.200 million Jews.The official figures 1938 Jews in Europe, excl. non occupied USSR, 6.594.200,nearly a million escaped. and 3.5 million survived(Jewish statistics)Count yourself,As such some people have doubts, 5.569.000 should be correct.",true_positive
"The Romans accused the Jews of stealing the body of Jesus. This fascinating tidbit that has come down from history conveys a startling implication. It confirms, not from the Christian but rather from the Roman point of view, that the tomb was empty #HappyEaster",0,0,1266,1249365826576285697,2020-04-12 15:56:39+00:00,crocgirls,This text presents a historical claim about Roman accusations regarding Jesus's tomb without expressing hatred toward Jews or employing antisemitic stereotypes. The text appears to be making a theological or historical observation about Easter rather than promoting antisemitic views.,Jews,"The Romans accused the Jews of stealing the body of Jesus. This fascinating tidbit that has come down from history conveys a startling implication. It confirms, not from the Christian but rather from the Roman point of view, that the tomb was empty #HappyEaster",true_negative
"Also why the fuck should Eastern European Jews who fled the Holocaust (some of whom are still alive) be required to accept ""whiteness"" as a self-defining racial category, as though they have a common historical experience with plantation owners in Mississippi",0,0,608,1271977601708568581,2020-06-14 01:27:47+00:00,Vicky8675309,"This text discusses the complexity of racial categorization for Holocaust survivors and their descendants, questioning why they should be required to identify with a racial category that doesn't reflect their historical experience. The text does not express hatred toward Jews, make stereotypical allegations, or target Jews as a collective - rather it appears to advocate for understanding the unique historical experience of Jewish Holocaust survivors.",Jews,"Also why the fuck should Eastern European Jews who fled the Holocaust (some of whom are still alive) be required to accept ""whiteness"" as a self-defining racial category, as though they have a common historical experience with plantation owners in Mississippi",true_negative
Sunni have to coordinate with Super powers like US and regional powers like Israel. This is for their long term interest,0,0,185,1281667313025134594,2020-07-10 19:11:14+00:00,eraymus007,"The text discusses geopolitical coordination between Sunni groups, the US, and Israel without making any antisemitic allegations, stereotypes, or targeting Jews as a collective. It treats Israel as a regional power in a neutral geopolitical context, similar to how other countries might be discussed.",Israel,@SunniArab2019 Sunni have to coordinate with Super powers like US and regional powers like Israel. This is for their long term interest,true_negative
🈵   #lol The media's love affair with kikes perhaps is indicative of the alt-right ? Fad :) 🌈 🆗 👤 🔵 🏦 💗 🔴 👣 🐰 👖 🏣 💇,1,1,870,1195885491473862656,2019-11-17 02:04:54+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically involving dehumanizing language directed toward Jews as a group.",Kikes,🈵   #lol The media's love affair with kikes perhaps is indicative of the alt-right ? Fad :) 🌈 🆗 👤 🔵 🏦 💗 🔴 👣 🐰 👖 🏣 💇,true_positive
"Oh, dear, little ZioNazi sympathiser is losing his marbles and becoming a potty-mouth when he loses his arguments - totally to be expected, of course..",1,1,1008,1233372353599594497,2020-02-28 12:44:18+00:00,theforeverman,"The text uses the term 'ZioNazi' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy/supporters to Nazis as specified in guideline 2.1.10. This represents a form of antisemitism that draws inappropriate Nazi comparisons to characterize Israel or its supporters.",ZioNazi,"@SmythEkin Oh, dear, little ZioNazi sympathiser is losing his marbles and becoming a potty-mouth when he loses his arguments - totally to be expected, of course..",true_positive
"""Israel"" detains Palestinian journalists to prevent them from doing their work and covering the crime of IOF against Palestinian people. #PalestinianJournalist #IsraelSuppressesTruth",1,0,187,1309946182974701585,2020-09-26 20:01:22+00:00,DollyPalestine,"The text criticizes Israel's detention of Palestinian journalists and alleges suppression of media coverage, which constitutes criticism of Israeli government actions. This is similar to criticism that could be leveled against any other country and does not contain antisemitic stereotypes, conspiracy theories, or other elements defined as antisemitic by the IHRA definition.",Israel,"""Israel"" detains Palestinian journalists to prevent them from doing their work and covering the crime of IOF against Palestinian people. #PalestinianJournalist #IsraelSuppressesTruth",false_negative
"That they don't get to define ""Zionism"" and that only Jews get to define it. It's so annoying how they change the term just what they want it to stand for and actually believe what they're spreading all across the Internet.",0,0,769,1292891478130397187,2020-08-10 18:32:03+00:00,Dia_the_Queen,"The text expresses frustration about definitional disputes over 'Zionism' but does not contain antisemitic content according to the IHRA definition. It does not make dehumanizing allegations about Jews, employ antisemitic stereotypes, or deny Jewish rights to self-determination.",Jews,"@mwarrenbrand That they don't get to define ""Zionism"" and that only Jews get to define it. It's so annoying how they change the term just what they want it to stand for and actually believe what they're spreading all across the Internet.",true_negative
🌟 BREAKING NEWS!!! #Syria The desperate state of kikes sadly will be the lack of Jobs and Growth rawr Bad ! 🏈 ⬇ 🚂 🚠 💏 ⏬ 🇮🇹 ❤ 🐪 🚩 🐬 🎽,1,1,867,1197531087645396995,2019-11-21 15:03:55+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically involving dehumanizing language directed toward Jews as a group.",Kikes,🌟 BREAKING NEWS!!! #Syria The desperate state of kikes sadly will be the lack of Jobs and Growth rawr Bad ! 🏈 ⬇ 🚂 🚠 💏 ⏬ 🇮🇹 ❤ 🐪 🚩 🐬 🎽,true_positive
"Dude, get the fuck out of Israel if it bothers you that much to see Jews in religious garb. They're not forcing you to convert to Judaism or else you die.  Do you make a big fuss when you see a Muslim wearing a hijab in public or a Catholic on Ash Wednesday?",0,0,1212,1229809016395579392,2020-02-18 16:44:52+00:00,SamSlamDunkIAm,"The text defends Jews' right to wear religious garb in Israel and compares this to other religious practices. It does not express hatred toward Jews or employ antisemitic stereotypes, but rather argues against discrimination based on religious appearance.",Jews,"Dude, get the fuck out of Israel if it bothers you that much to see Jews in religious garb. They're not forcing you to convert to Judaism or else you die.  Do you make a big fuss when you see a Muslim wearing a hijab in public or a Catholic on Ash Wednesday?",true_negative
It is #HolocaustMemorialDay. \n\nThe Nazis targeted \n\nJews\nRomani people \nDisabled people \nQueer and trans people\nPeople with the “wrong” political beliefs \nSlavs\nand others. \n\nNever again means we all have to stand together when any of us is under attack. \n\nNever again is now.,0,0,462,1221837796123533313,2020-01-27 16:50:05+00:00,Kaprika6,"This text commemorates Holocaust Memorial Day by acknowledging the various groups targeted by the Nazis, including Jews among others. It promotes solidarity against persecution and uses 'Never again' in its historical context of preventing future genocides. There are no antisemitic allegations, stereotypes, or hatred expressed toward Jews.",Jews,It is #HolocaustMemorialDay. \n\nThe Nazis targeted \n\nJews\nRomani people \nDisabled people \nQueer and trans people\nPeople with the “wrong” political beliefs \nSlavs\nand others. \n\nNever again means we all have to stand together when any of us is under attack. \n\nNever again is now.,true_negative
"RT : Wtf. Even you don't like Israel, you can't do this. It is do disrespectful. Please don't disrecpect your shoes.",0,0,1024,1236212386022830080,2020-03-07 08:49:35+00:00,aleeaazminn,"The text expresses disagreement with disrespecting shoes in relation to Israel, but does not contain hatred toward Jews, antisemitic stereotypes, or any of the specific manifestations outlined in the IHRA definition. It appears to be criticizing disrespectful behavior rather than targeting Jews or expressing antisemitic views.",Israel,"RT @samwhuut: Wtf. Even you don't like Israel, you can't do this. It is do disrespectful. Please don't disrecpect your shoes.",true_negative
